Amazon COGS,Completed On,Disposition,LPN,Product,Product Category,Result of Repair,Scheduled Date,Shipped Date,Started On,LPN/Amazon COGS,Checks/Title,Checks/Failed by decision logic Automatically,Checks/Status,is_human_executed,Is_it_IOG_Es_IOG,Send_to_Problem_Solve_Enviar_a_Problem_Solve,Is_there_something_in_the_box_Hay_algo_en_la_caja,Send_to_Liquidation_Palletizer_Enviar_a_paletizado,Open_T_Rex_Abrir_T_Rex,Did_T_Rex_Open_Se_abri_T_Rex,Is_it_the_Expected_Item_Es_el_art_culo_esperado,Is_it_Fraud_Es_fraude,Complete_T_Rex_Liquidation_Completa_el_proceso_de_,Is_the_Item_Factory_Sealed_El_art_culo_est_sellado,Complete_T_Rex_Sellable_Completar_T_Rex_Sellable,Does_the_item_need_to_be_Destroyed_El_art_culo_nec,Does_the_item_have_scratches_or_dents_larger_that_,Does_the_item_work_El_art_culo_funciona,Is_the_item_Repairable_El_art_culo_es_reparable,Send_to_Level_3_Enviar_a_Nivel_3,Does_it_need_Parts_Necesita_partes,Do_you_have_parts_Tienes_las_partes,Does_it_need_Sanitization_Necesita_sanitizaci_n,Add_the_Parts_A_ade_las_partes,Place_on_Level_2_Pallet_Colocar_en_pallet_de_Nivel,DONE,Palletize_the_item_Paletizar_el_art_culo,Are_you_using_the_Original_Box_Est_usando_la_caja_,Did_you_add_a_Manual_A_adiste_el_manual,Place_the_item_in_a_New_Box_Coloque_el_art_culo_en,Open_Trex_Abrir_Trex,Did_it_fix_the_item_Se_repar_el_art_culo,Does_it_need_Sanization_Necesita_sanitizaci_n,Palletize_the_item_Coloca_el_art_culo_en_el_pallet,Is_the_item_factory_Sealed_El_art_culo_est_sellado,Is_it_the_expected_item_Es_el_art_culo_esperado,Is_it_Fraud_Es_Fraude,Did_you_do_a_Factory_Reset_Hiciste_un_restablecimi,Does_it_need_parts_Necesita_partes,Did_you_use_Harvested_Parts_Has_usado_Harvested_Pa,Were_you_able_fix_the_item_Repar_el_art_culo,Are_you_using_Harvested_Parts_Est_usando_Harvested,Does_it_need_a_manual_Necesita_manual,Will_you_be_using_ONLY_Harvested_Parts_Utilizar_s_,Does_it_Need_a_Manual_Necesita_un_manual,Does_it_need_a_Manual_Necesita_manual,Does_it_Need_a_Manual_Necesita_manual,Does_the_item_have_scratches_or_dents_larger_than_,is_liquidated,cogs_bin,processing_days
1612.0,2025-09-26 13:59:16,Liquidate,LPNPMDY1836699,[B0BHX2K5XL] Denon AVRX4800H,"All / Amazon Products / 4210 Audio Receivers, Amplifiers, and Preamplifiers",Liquidate - Functional Issues - NRF,2025-09-16 12:37:30,2025-10-01 14:26:53,2025-09-16 12:37:30,1612.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Passed,Passed,,,Passed,Failed,Failed,Failed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,,Passed,,,,,,,,,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1.5K-$2K,10.0
1405.26,2025-09-16 09:47:34,Sellable,LPNPMDX9830667,[B0BVMZRNZL] 15465,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-09-15 15:20:39,2025-09-23 08:26:15,2025-09-15 15:20:39,1405.26,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1458.02,2025-09-12 10:12:05,Sellable,LPNPMEM2216680,[B0BTWB72RM] Pioneer DJ DDJ-FLX10,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-09-11 12:32:46,2025-09-22 08:40:51,2025-09-11 12:32:46,1458.02,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1620.0,2025-09-12 08:25:27,Sellable,LPNPMDZ7568225,[B08DXMTQ1N] Yamaha RX-A6ABL,"All / Amazon Products / 4210 Audio Receivers, Amplifiers, and Preamplifiers",Sellable - Repaired - RPR,2025-09-11 13:28:03,2025-09-22 08:39:04,2025-09-11 13:28:03,1620.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1.5K-$2K,0.0
1039.2,2025-09-18 13:26:42,Sellable,LPNPMEL8562461,[B0BKT9XK4H] inMusic Brands Inc. SCLIVE4,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-09-18 08:38:28,2025-09-24 16:05:43,2025-09-18 08:38:28,1039.2,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1421.0,2025-10-10 11:33:02,Sellable,LPNPMEP7416260,[B0CSJQJGLJ] ST-ARCH4-1127-W-AM,All / Amazon Products / 0109 Gaming Desktops,Sellable - Repaired - RPR,2025-10-09 07:06:44,2025-10-14 14:33:56,2025-10-09 07:06:45,1421.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,Passed,,,Failed,Passed,Failed,Failed,Passed,,,Failed,,Passed,,,Passed,,Failed,Failed,Passed,,,,,Failed,,,,,,,,,,,,,,0,$1K-$1.5K,1.0
1458.02,2025-09-18 13:40:16,Sellable,LPNPMEH3394576,[B0BTWB72RM] Pioneer DJ DDJ-FLX10,All / Amazon Products / 5100 DJ Equipment,Sellable - Repaired - RPR,2025-09-17 16:17:34,2025-09-24 16:05:43,2025-09-17 16:17:34,1458.02,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,0.0
1014.93,2025-09-12 08:49:43,Sellable,LPNNG53FZZ1H9,[B0BX9DJS7R] Fluidra FFREEDOM,All / Amazon Products / 52020 Cleaning Tools,Sellable - Repaired - RPR,2025-09-09 14:42:02,2025-09-22 08:39:04,2025-09-09 14:42:03,1014.93,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Passed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,2.0
1196.17,2025-09-30 16:39:08,Sellable,LPNPMEH8896762,[B01E7IB5ZE] l-cube,All / Amazon Products / 81110 Sinks and Vessels,Sellable - Repaired - RPR,2025-09-30 12:30:48,2025-10-01 11:10:09,2025-09-30 12:30:48,1196.17,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,Failed,,Failed,,,Passed,Passed,Failed,Passed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,,0,$1K-$1.5K,0.0
1105.99,2025-09-25 12:35:13,Liquidate,LPNPMEP7920523,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-09-24 16:53:52,2025-09-30 17:51:18,2025-09-24 16:56:54,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1105.99,2025-09-24 17:24:23,Sellable,LPNPMEG2863500,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-09-24 16:24:39,2025-09-26 11:02:51,2025-09-24 16:24:40,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,Passed,,,,,,,,,0,$1K-$1.5K,0.0
1916.16,2025-09-12 15:32:26,Sellable,LPNPMEH4510050,[B073TYYM91] Breville BES990BSS/F,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-09-12 11:52:17,2025-09-15 12:50:08,2025-09-12 12:41:18,1916.16,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1.5K-$2K,0.0
1901.75,2025-09-18 14:03:41,Sellable,LPNNG57Q7S7NS,[B0CW997VM8] Bosch TQU60703,All / Amazon Products / 4602 Espresso Machines,Sellable - Repaired - RPR,2025-09-18 08:07:13,2025-09-24 16:05:43,2025-09-18 08:07:13,1901.75,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1.5K-$2K,0.0
1105.99,2025-10-15 13:53:15,Sellable,LPNNG5T28RKVC,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-13 11:05:56,2025-10-20 08:55:49,2025-10-13 11:05:56,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,2.0
1201.0,2025-10-03 10:19:38,Liquidate,LPNNE5SDN7T5P,[B0DKD2P98G] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-03 07:43:10,2025-10-06 13:42:58,2025-10-03 07:43:10,1201.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
2523.5,2025-09-18 13:25:57,Sellable,LPNNG58MC7KVL,[B0CFBBR25K] MONTAGE M6,All / Amazon Products / 2300 Synthesizers and Workstations,Sellable - Repaired - RPR,2025-09-17 15:12:57,2025-09-24 16:05:43,2025-09-17 15:12:57,2523.5,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$2.5K-$3K,0.0
1201.0,2025-10-03 10:18:40,Liquidate,LPNNE4XNPN4S8,[B0DKD2P98G] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-03 07:48:14,2025-10-06 13:42:58,2025-10-03 07:48:14,1201.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1264.38,2025-09-15 10:50:35,Sellable,LPNNC583RMRBL,[B0CWSB8MPF]  ,All / Amazon Products / 52020 Cleaning Tools,Sellable - Repaired - RPR,2025-09-10 07:17:05,2025-09-22 08:44:36,2025-09-10 07:17:05,1264.38,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,5.0
1105.99,2025-10-15 15:50:42,Sellable,LPNNG5F531SNL,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-14 08:38:52,2025-10-21 08:22:45,2025-10-14 08:38:53,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,,Passed,Passed,Passed,,Passed,Passed,Passed,Failed,,,,,,Failed,Passed,,Passed,Passed,Failed,,,,,,,,,0,$1K-$1.5K,1.0
1201.0,2025-10-03 10:18:05,Liquidate,LPNNG5N7TZ5HK,[B0DKD2P98G] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-03 07:50:42,2025-10-06 13:42:58,2025-10-03 07:50:42,1201.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1105.99,2025-10-22 08:52:11,Liquidate,LPNNG5Q4LHFPY,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Wrong Item Description - NRM,2025-10-17 08:43:13,2025-10-27 13:38:42,2025-10-17 08:43:14,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Failed,,,,,,,,,,,,1,$1K-$1.5K,5.0
1457.73,2025-09-30 09:42:56,Sellable,LPNNG54TTY6RZ,[B0DQ3BT5DD] WXS2021,All / Amazon Products / 58180 Soldering/Heat Guns,Sellable - Repaired - RPR,2025-09-30 07:52:49,2025-10-02 11:56:08,2025-09-30 07:52:49,1457.73,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,Failed,,Passed,,,Passed,Passed,Failed,Failed,Passed,,,,,Failed,Passed,,Failed,,,,,,,,,,,0,$1K-$1.5K,0.0
1201.0,2025-10-03 09:51:29,Liquidate,LPNNK4S6X8CFV,[B0DKD2P98G] YOPTO YOPTO,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Advanced Fraud - Fake - Not Authentic - NRD,2025-10-03 07:45:56,2025-10-06 13:42:58,2025-10-03 07:45:56,1201.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,,,,,,,,,,,,,,Passed,,,,,,,,,Failed,Passed,,,,,,,,,,,,1,$1K-$1.5K,0.0
1105.99,2025-10-17 12:29:22,Sellable,LPNPMEG6912792,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-16 16:35:26,2025-10-20 10:27:37,2025-10-16 16:35:26,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,Failed,Passed,,,Failed,,Passed,,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,,,,,,,,,,0,$1K-$1.5K,0.0
1228.3,2025-09-19 16:24:10,Liquidate,LPNPMEP4661308,[B0BZ4C83FB] HONBAY SCR192-A7B2C-G,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-09-19 14:23:01,2025-09-24 13:39:53,2025-09-19 14:23:01,1228.3,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1480.0,2025-09-29 10:55:08,Liquidate,LPNPMEG6613618,[B0DLNPJHR6] MAYIHCAlTw,All / Amazon Products / 5801 Portable Air Conditioners,Liquidate - Functional Issues - NRF,2025-09-26 16:35:01,2025-09-30 17:51:18,2025-09-26 16:35:01,1480.0,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,Passed,Failed,,Failed,Failed,Failed,Passed,Passed,,,,,,,Passed,,,,,,,,,Passed,,Failed,,,Failed,,,,,,,,1,$1K-$1.5K,2.0
1228.3,2025-09-22 10:33:25,Sellable,LPNPMEF8768181,[B0BZ4C83FB] HONBAY SCR192-A7B2C-G,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Sellable - Repaired - RPR,2025-09-19 14:01:56,2025-09-23 10:56:06,2025-09-19 14:01:56,1228.3,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Passed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,0,$1K-$1.5K,2.0
1049.25,2025-09-13 10:45:35,Liquidate,LPNPMEL4268736,[B0BZ5BZZJG] WA-2MPX,All / Amazon Products / 4400 Multitrack Recording,Liquidate - Functional Issues - NRF,2025-09-13 10:14:30,2025-09-19 15:03:47,2025-09-13 10:14:30,1049.25,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1259.99,2025-09-11 11:35:48,Sellable,LPNPMDS0022092,[B0CV1Y7NLT] LG 32GS95UE-B.AUS,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-10 17:06:02,2025-09-12 18:31:56,2025-09-10 17:06:02,1259.99,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
1259.99,2025-09-11 11:33:53,Sellable,LPNPMEH8776975,[B0CV1Y7NLT] LG 32GS95UE-B.AUS,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-10 17:12:00,2025-09-12 18:31:56,2025-09-10 17:12:00,1259.99,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
1228.3,2025-09-22 14:03:25,Liquidate,LPNPMEP9616409,[B0BZ4C83FB] HONBAY SCR192-A7B2C-G,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-09-19 15:49:12,2025-09-24 13:39:53,2025-09-19 15:52:01,1228.3,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,2.0
1147.49,2025-10-27 10:50:24,Sellable,LPNPMEL5817461,[B0D9ZRH61T] iRobot X085020,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-22 14:39:46,2025-10-28 10:36:41,2025-10-22 14:39:46,1147.49,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,Failed,,,,,,,,Failed,0,$1K-$1.5K,4.0
1228.3,2025-09-23 10:31:00,Liquidate,LPNPMEP4443131,[B0BZ4C83FB] HONBAY SCR192-A7B2C-G,All / Amazon Products / 5003 Upholstered Sofas/Sectionals/Armchairs,Liquidate - Functional Issues - NRF,2025-09-22 17:52:28,2025-09-24 13:39:53,2025-09-22 17:52:28,1228.3,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,,,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,Failed,,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,1,$1K-$1.5K,0.0
1130.0,2025-09-23 19:07:39,Sellable,LPNPMEP7685380,[B0CV26XVMD] ASUS PG32UCDM,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-10 17:07:48,2025-09-15 12:50:08,2025-09-10 17:07:48,1130.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,,,,,,,,,,,,,,0,$1K-$1.5K,13.0
1439.0,2025-09-11 11:44:04,Sellable,LPNPMEP7685373,[B0DZDBCH95] Apple MYJH3LL/A,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-10 16:08:54,2025-09-12 18:31:56,2025-09-10 16:08:54,1439.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
1169.99,2025-09-11 19:32:19,Sellable,LPNPMEF8460867,[B09ZH3WM47] Samsung LS32BG852NNXGO,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-11 10:23:59,2025-09-15 12:50:08,2025-09-11 10:23:59,1169.99,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
1399.99,2025-10-21 16:20:11,Sellable,LPNPMEG2902613,[B0CTY6VT8Y] eufy T2080,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-20 16:34:20,2025-10-23 10:24:00,2025-10-20 16:34:20,1399.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,Failed,,,,,,,,Failed,0,$1K-$1.5K,0.0
1105.99,2025-10-24 13:22:45,Sellable,LPNPMEL7516011,[B0DZXFNVQ2] ECOVACS DEEBOT X9 PRO OMNI,All / Amazon Products / 7004 Robotic Vacuums & Accessories,Sellable - Repaired - RPR,2025-10-21 11:35:52,2025-10-27 10:27:25,2025-10-21 11:02:48,1105.99,Print LPN label / Imprimir etiqueta LPN,,Passed,True,Failed,,Passed,,Passed,Passed,,,,Failed,Passed,Failed,,Passed,,,Passed,Passed,Passed,Passed,,Passed,Passed,Passed,Passed,,,,,,Failed,Passed,,Failed,,Failed,,,,,,,,Failed,0,$1K-$1.5K,3.0
1170.0,2025-09-10 11:49:25,Sellable,LPNPMEP4435460,[B0D51672JM] GIGABYTE AORUS FO32U2P SA,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-09 19:31:45,2025-09-11 13:02:54,2025-09-09 19:31:45,1170.0,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
1169.99,2025-09-10 10:59:11,Liquidate,LPNPMEP4435525,[B09ZH3WM47] Samsung LS32BG852NNXGO,All / Amazon Products / 0510 LCD Monitors,Liquidate - Functional Issues - NRF,2025-09-09 20:18:48,2025-09-15 16:50:48,2025-09-09 20:18:48,1169.99,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,,,,,,,,,,,,,,1,$1K-$1.5K,0.0
1259.99,2025-09-10 16:09:54,Sellable,LPNPMEP4435440,[B0CV1Y7NLT] LG 32GS95UE-B.AUS,All / Amazon Products / 0510 LCD Monitors,Sellable - Repaired - RPR,2025-09-09 19:44:14,2025-09-11 13:02:54,2025-09-09 19:44:14,1259.99,Print LPN Label / Imprimir etiqueta LPN,,Passed,True,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Failed,Failed,Passed,Failed,Failed,Passed,Passed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Passed,,,,,,,,,,,,,,0,$1K-$1.5K,0.0
